name,website,X,Facebook
"Strong, Dale",https://strong.house.gov,https://twitter.com/RepDaleStrong,https://www.facebook.com/repdalestrong
"Steube, W.",https://steube.house.gov/,https://twitter.com/RepGregSteube,https://www.facebook.com/RepGregSteube
"Stutzman, Marlin",https://stutzman.house.gov/,https://twitter.com/RepStutzman?ref_src=twsrc%5Etfw,https://www.facebook.com/repstutzman
"Subramanyam, Suhas",https://subramanyam.house.gov/,https://twitter.com/RepSuhas,https://www.facebook.com/RepSuhasSubramanyam
"Swalwell, Eric",https://swalwell.house.gov,https://twitter.com/repswalwell,https://www.facebook.com/CongressmanEricSwalwell
"Suozzi, Thomas R.",https://suozzi.house.gov,https://twitter.com/reptomsuozzi,https://www.facebook.com/RepTomSuozzi/
"Takano, Mark",https://takano.house.gov,https://twitter.com/RepMarkTakano,https://www.facebook.com/RepMarkTakano
"Sykes, Emilia",https://sykes.house.gov,https://twitter.com/RepEmiliaSykes,https://www.facebook.com/repemiliasykes/
"Tenney, Claudia",https://tenney.house.gov/,https://twitter.com/RepTenney,https://www.facebook.com/RepClaudiaTenney
"Thompson, Glenn",https://thompson.house.gov,https://twitter.com/CongressmanGT,https://www.facebook.com/CongressmanGT/
"Taylor, David",https://taylor.house.gov/,https://twitter.com/RepDaveTaylor,https://www.facebook.com/profile.php?id=61571224837800
"Thanedar, Shri",https://thanedar.house.gov,https://twitter.com/repshrithanedar,https://www.facebook.com/CongressmanShriThanedar
"Thompson, Bennie",https://benniethompson.house.gov/,http://twitter.com/BennieGThompson,http://www.facebook.com/Congressman-Bennie-G-Thompson/
"Timmons, William",https://timmons.house.gov/,https://twitter.com/reptimmons,https://facebook.com/reptimmons
"Thompson, Mike",https://mikethompson.house.gov/,,https://www.facebook.com/gop
"Tokuda, Jill",https://tokuda.house.gov,https://x.com/RepJillTokuda,https://www.facebook.com/RepJillTokuda
"Titus, Dina",https://titus.house.gov/,https://twitter.com/repdinatitus,https://facebook.com/CongresswomanTitus
"Tiffany, Thomas",https://tiffany.house.gov/,http://twitter.com/RepTiffany,http://www.facebook.com/RepTiffany/
"Torres, Norma",https://torres.house.gov/,https://twitter.com/NormaJTorres,https://www.facebook.com/RepNormaTorres
"Tlaib, Rashida",https://tlaib.house.gov/,http://twitter.com/RepRashida,http://www.facebook.com/RepRashida
"Tonko, Paul",https://tonko.house.gov/,https://twitter.com/reppaultonko,https://www.facebook.com/reppaultonko
"Torres, Ritchie",https://ritchietorres.house.gov,https://twitter.com/RepRitchie?ref_src=twsrc%5Etfw,https://www.facebook.com/RepRitchie/
"Turner, Michael",https://turner.house.gov/,http://www.twitter.com/RepMikeTurner,http://www.facebook.com/RepMikeTurner
"Tran, Derek",https://tran.house.gov/,https://twitter.com/RepDerekTranCA,https://www.facebook.com/CongressmanTran
"Trahan, Lori",https://trahan.house.gov,https://www.twitter.com/reploritrahan,https://www.facebook.com/reploritrahan
"Valadao, David",https://valadao.house.gov,https://twitter.com/RepDavidValadao,https://facebook.com/CongressmanDavidValadao
"Van Duyne, Beth",https://vanduyne.house.gov,https://twitter.com/RepBethVanDuyne,https://www.facebook.com/RepBethVanDuyne/
"Van Epps, Matt",https://vanepps.house.gov/,https://x.com/repvanepps,https://www.facebook.com/RepVanEpps
"Underwood, Lauren",https://underwood.house.gov/,http://twitter.com/RepUnderwood,http://www.facebook.com/repunderwood/
"Van Drew, Jefferson",https://vandrew.house.gov,https://twitter.com/Congressman_JVD,https://www.facebook.com/CongressmanJVD/
"Van Orden, Derrick",https://vanorden.house.gov,https://twitter.com/RepVanOrden,https://www.facebook.com/RepVanOrden
"Velazquez, Nydia",https://velazquez.house.gov,https://twitter.com/NydiaVelazquez,
"Vargas, Juan",https://vargas.house.gov,https://twitter.com/RepJuanVargas,https://www.facebook.com/RepJuanVargas
"Vasquez, Gabe",https://vasquez.house.gov,https://twitter.com/RepGabeVasquez,https://www.facebook.com/profile.php?id=100089328694464&mibextid=LQQJ4d
"Veasey, Marc",https://veasey.house.gov,https://twitter.com/RepVeasey,https://www.facebook.com/CongressmanMarcVeasey
"Vindman, Eugene",https://vindman.house.gov/,https://x.com/RepVindman,https://www.facebook.com/CongressmanEugeneVindman/
"Walberg, Tim",https://walberg.house.gov/,https://twitter.com/RepWalberg,http://www.facebook.com/RepWalberg
"Wagner, Ann",https://wagner.house.gov,https://twitter.com/@RepAnnWagner,https://www.facebook.com/RepAnnWagner/
"Walkinshaw, James",https://walkinshaw.house.gov/,https://x.com/Rep_Walkinshaw,https://www.facebook.com/RepJamesWalkinshaw/
"Waters, Maxine",https://waters.house.gov,,
"Wasserman Schultz, Debbie",https://wassermanschultz.house.gov/,https://twitter.com/RepDWStweets,https://www.facebook.com/RepDWS
"Webster, Daniel",https://webster.house.gov/,https://twitter.com/RepWebster,https://www.facebook.com/RepWebster/
"Watson Coleman, Bonnie",https://watsoncoleman.house.gov/,https://twitter.com/RepBonnie,https://www.facebook.com/RepBonnie/
"Westerman, Bruce",https://westerman.house.gov/,http://twitter.com/RepWesterman,http://www.facebook.com/RepWesterman
"Weber, Randy",https://weber.house.gov,https://twitter.com/TXRandy14,https://facebook.com/TXRandy14
"Williams, Nikema",https://nikemawilliams.house.gov,https://twitter.com/repnikema,https://www.facebook.com/RepNikemaWilliams/
"Whitesides, George",https://whitesides.house.gov/,https://x.com/Rep_Whitesides,https://www.facebook.com/RepWhitesides/
"Williams, Roger",https://williams.house.gov,,
"Wied, Tony",https://wied.house.gov/,https://twitter.com/RepTonyWied,https://www.facebook.com/61568624194199
"Wittman, Robert",https://wittman.house.gov/,https://twitter.com/RobWittman,https://www.facebook.com/RepRobWittman
"Wilson, Frederica",https://wilson.house.gov/,https://twitter.com/RepWilson,https://www.facebook.com/RepWilson
"Womack, Steve",https://womack.house.gov/,https://twitter.com/rep_stevewomack,
"Wilson, Joe",https://joewilson.house.gov/,https://twitter.com/repjoewilson,https://www.facebook.com/joewilson
"Zinke, Ryan",https://zinke.house.gov,,https://www.facebook.com/RepresentativeRyanZinke/?_rdr
"Yakym, Rudy",https://yakym.house.gov,https://twitter.com/RepRudyYakym,https://www.facebook.com/RepRudyYakym
